	Series1_NHBE_Mock_1	Series1_NHBE_Mock_2	Series1_NHBE_Mock_3	Series1_NHBE_SARS-CoV-2_1	Series1_NHBE_SARS-CoV-2_2	Series1_NHBE_SARS-CoV-2_3	Series9_NHBE_Mock_1	Series9_NHBE_Mock_2	Series9_NHBE_Mock_3	Series9_NHBE_IAV_1	Series9_NHBE_IAV_2	Series9_NHBE_IAV_3
PAGE2B	0	0	0	0	0	0	0	0	0	0	0	0
PAGE2	0	0	0	0	0	0	0	0	0	0	1	0
FAM104B	158	145	253	116	124	443	57	66	73	229	58	74
MTRNR2L10	0	0	0	0	0	0	0	0	0	0	0	0
PAGE5	0	0	0	0	0	0	0	0	0	0	0	0
PAGE3	1	0	4	0	2	4	0	0	0	0	1	2
MIR4536-1	0	0	0	0	0	0	0	0	0	0	0	0
MAGEH1	77	75	155	88	83	231	39	39	48	194	38	37
USP51	14	8	17	8	5	24	4	1	4	13	1	9
FOXR2	0	0	0	1	0	0	0	0	0	0	0	1
RRAGB	279	257	348	159	201	586	21	25	55	201	41	67
KLF8	308	331	538	244	260	841	67	71	113	501	100	186
UBQLN2	719	611	1045	541	538	1475	250	300	343	1948	309	556
UQCRBP1	6	2	4	4	4	7	0	0	1	4	2	0
SPIN3	86	118	168	62	67	208	13	22	40	206	40	49
SPIN2B	50	66	99	40	55	130	19	25	33	62	7	28
SPIN2A	0	0	1	0	0	0	0	0	0	0	0	0
FAAH2	71	35	69	43	41	152	16	14	15	47	11	27
ZXDB	216	241	464	270	248	668	63	76	183	1054	209	211
ZXDA	31	22	51	16	18	44	8	4	17	66	18	21
SPIN4	19	12	30	16	11	41	22	22	17	175	26	26
ARHGEF9	284	259	369	200	231	687	66	64	84	288	76	138
MIR1468	0	0	0	0	0	0	0	0	0	0	0	0
AMER1	82	73	149	68	73	198	23	19	14	93	32	37
ASB12	0	2	0	1	2	0	0	2	0	0	0	2
MTMR8	14	10	16	3	6	36	5	2	4	36	3	4
ZC4H2	105	77	127	85	72	262	49	50	61	126	48	41
ZC3H12B	1	4	7	2	0	9	3	2	0	4	3	4
LAS1L	584	510	885	560	614	1735	336	355	457	1388	381	422
FRMD8P1	0	0	0	0	0	0	0	0	1	1	0	0
MSN	16672	13689	22460	15559	15860	48785	6611	6018	4906	33827	8731	6034
MIR223	3	2	2	1	5	6	0	0	0	0	0	0
VSIG4	0	0	0	0	0	0	0	0	0	0	0	0
HEPH	8	5	8	4	0	4	0	0	1	1	3	4
EDA2R	143	141	164	90	84	276	12	16	15	86	16	14
AR	3	9	1	2	2	7	0	0	0	1	0	0
OPHN1	94	83	84	74	68	199	20	15	15	155	38	27
YIPF6	531	546	1040	409	469	1295	177	174	257	1158	235	358
STARD8	1	0	1	0	1	10	0	3	0	4	1	1
EFNB1	2094	2122	2919	2500	1841	5908	1227	1177	1424	5891	1226	1091
PJA1	629	575	889	588	660	1752	195	150	250	1238	270	189
FAM155B	87	96	108	64	74	226	35	32	24	81	25	54
EDA	43	33	54	22	36	50	18	12	6	27	7	13
MIR676	0	0	0	0	0	0	0	0	0	0	0	0
AWAT2	1	0	0	0	0	0	0	0	0	0	0	0
OTUD6A	0	0	0	0	0	0	0	0	0	0	0	0
IGBP1	684	573	1014	566	648	1887	233	222	356	1090	287	287
DGAT2L6	0	0	0	0	0	0	0	0	0	0	0	0
AWAT1	0	0	0	0	0	0	0	0	0	0	0	0
P2RY4	0	0	1	1	1	0	0	0	0	0	0	0
ARR3	0	0	0	0	0	0	0	1	3	4	2	1
RAB41	0	1	0	1	0	0	2	3	4	9	0	1
PDZD11	773	611	1023	578	640	1698	294	334	419	1200	333	329
KIF4A	139	109	156	85	113	295	92	94	46	297	62	22
GDPD2	48	50	67	56	42	139	11	12	18	65	13	46
DLG3	483	415	582	399	402	1250	109	105	123	389	102	89
TEX11	0	0	0	0	0	0	0	0	0	0	0	1
SLC7A3	0	0	0	0	0	0	0	0	0	0	0	0
SNX12	813	718	1246	724	673	2069	428	381	504	1970	536	482
FOXO4	141	175	263	180	165	465	46	38	59	150	44	55
CXorf65	0	0	0	0	0	0	0	0	0	0	0	0
IL2RG	2	2	0	4	3	14	1	1	0	23	0	1
MED12	483	474	708	453	428	1260	123	143	111	561	156	146
NLGN3	7	7	19	19	4	34	5	4	0	30	6	2
BCYRN1	0	0	0	0	0	0	0	0	0	0	0	0
GJB1	1	0	1	0	0	0	0	1	0	0	0	0
ZMYM3	580	503	643	452	438	1310	159	137	133	620	175	214
NONO	5071	4227	6774	4478	4370	13256	1779	1763	1970	8091	2093	1904
ITGB1BP2	9	10	6	1	12	35	3	3	4	17	3	3
TAF1	775	648	1040	551	668	1857	142	139	130	780	229	237
INGX	0	0	0	0	0	0	0	0	0	0	0	0
OGT	1185	1080	1682	843	1023	2864	277	269	379	1578	379	506
CXCR3	0	0	0	0	0	0	0	0	0	0	0	0
LOC100132741	0	0	0	0	0	0	0	0	0	0	0	0
CXorf49	0	0	0	0	0	0	0	0	0	0	0	0
CXorf49B	0	0	0	0	0	0	0	0	0	0	0	0
NHSL2	0	0	0	1	0	1	0	0	0	0	0	0
RPS26P11	0	0	0	0	1	0	0	0	0	0	0	0
FLJ44635	0	0	4	1	1	1	0	0	6	10	0	3
PIN4	629	458	815	509	611	1737	192	199	182	559	148	153
ERCC6L	65	43	100	38	43	137	68	81	37	174	48	31
RPS4X	36884	29061	45890	25853	29368	89989	9479	9350	11660	33657	8865	9122
CITED1	1	5	5	4	3	13	1	0	1	2	2	2
HDAC8	576	436	601	419	432	1300	119	113	145	495	120	148
PHKA1	389	358	591	275	350	1003	147	165	162	762	197	270
DMRTC1	0	0	0	0	0	0	0	0	0	0	0	0
DMRTC1B	0	0	0	0	0	0	0	0	0	0	0	0
FAM226B	0	0	0	0	0	0	0	0	0	0	0	0
FAM226A	0	0	0	0	0	0	0	0	0	0	0	0
PABPC1L2B	0	0	0	0	0	0	0	0	0	0	0	0
PABPC1L2A	0	0	0	0	0	0	0	0	0	0	0	0
NAP1L6	1	0	0	0	0	0	0	0	1	3	0	1
NAP1L2	48	43	62	30	19	109	12	20	24	129	34	40
CDX4	0	0	0	0	0	0	0	0	0	0	0	0
MAP2K4P1	1	2	3	0	1	1	0	0	1	5	0	0
CHIC1	29	32	78	19	24	85	22	24	33	273	30	57
TSIX	51	111	16	42	44	137	0	0	1	5	4	3
XIST	4548	5444	9289	4493	4395	13170	201	222	255	1918	561	626
JPX	48	26	66	42	35	118	38	24	45	123	33	42
FTX	9	8	11	5	11	11	2	0	3	26	3	10
MIR421	0	1	0	1	0	5	0	0	0	0	0	0
MIR374B	0	0	0	0	0	0	0	0	0	0	0	0
MIR374C	0	0	0	0	0	0	0	0	0	0	0	0
MIR545	0	0	0	0	0	0	0	0	0	0	0	0
MIR374A	0	0	0	0	0	0	0	0	0	0	0	0
ZCCHC13	0	0	0	0	0	0	0	0	0	0	0	0
SLC16A2	1523	1453	2236	1354	1422	4032	453	439	427	2684	569	788
RLIM	1030	856	1826	811	827	2367	197	197	348	2192	442	516
ABCB7	241	207	384	187	203	613	86	75	111	535	131	157
UPRT	355	274	526	266	298	817	50	56	82	352	70	82
ZDHHC15	0	0	0	0	0	0	0	0	0	0	1	0
TTC3P1	18	14	22	10	19	30	9	5	5	46	5	4
MAGEE2	0	0	0	0	0	0	0	0	0	0	0	0
PBDC1	927	753	1119	704	816	2450	229	255	329	991	239	209
MAGEE1	75	51	105	65	51	161	53	65	41	188	22	38
MIR384	0	0	0	0	0	0	0	0	0	0	0	0
FGF16	0	0	0	0	0	0	0	0	0	0	0	0
ATRX	1211	1337	2632	993	1014	2857	201	200	240	1407	338	422
MAGT1	686	684	1326	573	598	1872	364	315	476	3111	595	892
COX7B	1824	1454	2091	1289	1366	4137	575	620	1071	2151	595	656
ATP7A	174	217	330	128	143	360	48	41	69	365	72	139
PGAM4	0	0	0	0	1	1	1	0	0	4	0	3
PGK1	18629	14760	25778	15546	16990	49824	6895	7071	9240	37776	9706	11092
TAF9B	65	56	106	39	42	148	37	52	108	354	59	83
CYSLTR1	0	0	0	1	1	0	1	0	0	0	0	0
LPAR4	0	0	0	0	0	0	0	0	0	0	0	0
MIR4328	0	0	0	0	0	0	0	0	0	0	0	0
P2RY10	0	0	0	0	0	0	0	0	0	0	0	0
GPR174	0	0	0	0	0	0	0	0	0	0	0	0
ITM2A	28	18	22	15	12	59	11	11	5	55	13	32
TBX22	0	0	0	0	0	0	0	0	0	0	0	0
BRWD3	446	430	849	442	430	1245	112	97	147	817	153	212
HMGN5	414	343	375	141	255	572	28	42	17	40	16	15
SH3BGRL	992	682	1054	541	706	1863	172	235	486	1673	225	561
POU3F4	0	0	0	0	0	0	0	0	0	0	0	0
CYLC1	0	0	0	0	0	0	0	0	0	0	0	0
RPS6KA6	45	53	57	29	19	98	11	13	23	125	24	26
HDX	109	97	184	88	80	227	7	8	17	100	16	37
UBE2DNL	0	0	0	0	0	0	0	0	0	0	0	0
APOOL	171	162	323	158	131	429	55	48	98	593	99	140
SATL1	3	0	3	0	2	3	1	0	0	0	1	3
ZNF711	32	36	50	26	33	83	10	6	14	57	4	14
POF1B	408	376	606	282	341	990	90	72	139	588	105	255
CHM	663	615	998	476	543	1611	99	93	131	932	205	303
DACH2	0	3	0	2	4	8	0	0	0	2	0	1
KLHL4	63	38	64	25	25	80	14	15	24	118	29	23
CPXCR1	0	0	0	0	0	1	0	0	0	0	1	0
TGIF2LX	0	0	0	0	0	0	0	0	0	0	0	0
PABPC5	0	2	1	0	0	0	0	0	0	0	0	0
PCDH11X	0	0	0	0	0	0	0	0	0	0	0	0
NAP1L3	3	2	4	2	1	1	0	2	0	12	3	2
FAM133A	0	1	0	0	0	0	0	0	0	0	0	0
DIAPH2	165	178	463	178	174	544	47	52	86	471	80	96
RPA4	0	1	2	0	1	1	0	0	0	7	0	0
PCDH19	2	2	2	1	3	3	0	0	0	12	1	2
TNMD	0	0	0	0	0	0	0	0	0	0	0	0
TSPAN6	209	236	352	196	147	538	112	120	236	662	116	248
SRPX2	1589	1302	2110	1308	1404	4277	320	283	272	1433	312	327
SYTL4	65	58	80	46	46	132	64	53	58	207	66	91
CSTF2	343	280	459	309	295	915	173	173	236	848	238	208
NOX1	0	0	0	1	0	0	0	2	2	12	0	4
XKRX	5	0	3	0	3	4	1	0	0	4	0	0
ARL13A	0	0	0	0	0	0	0	0	1	0	0	0
TRMT2B	100	93	123	76	98	253	54	62	93	297	65	59
CENPI	38	34	62	17	23	83	62	56	43	205	46	24
DRP2	1	0	1	3	2	8	4	2	1	5	3	0
TAF7L	2	4	2	0	1	2	2	2	0	7	3	4
TIMM8A	46	45	96	33	45	145	41	43	94	355	65	68
BTK	0	0	0	1	0	3	0	0	0	0	2	0
RPL36A	25	29	57	25	29	87	10	9	34	40	17	15
RPL36A-HNRNPH2	0	0	0	0	0	0	0	0	0	0	0	0
GLA	282	248	318	235	293	829	179	188	264	714	196	237
HNRNPH2	15	19	47	17	15	25	0	0	0	0	0	5
ARMCX4	14	21	28	16	22	60	3	7	1	19	9	6
ARMCX1	107	74	188	109	78	278	55	52	117	324	79	110
ARMCX6	185	166	268	156	225	453	70	69	85	249	53	63
ARMCX3	1562	1373	2197	1146	1410	3641	129	133	274	1134	236	339
ARMCX2	539	542	1007	496	526	1522	173	207	342	1161	195	300
NXF5	0	0	0	0	0	0	0	0	0	3	0	0
ZMAT1	5	1	3	3	2	12	0	0	0	0	0	2
TCEAL2	0	0	0	0	0	0	0	0	0	0	0	0
TCEAL6	0	0	0	0	0	0	0	0	0	0	0	0
BEX5	0	3	7	1	4	4	0	0	0	1	0	0
NXF2	0	0	0	0	0	0	0	0	0	0	0	0
NXF2B	0	0	0	0	0	0	0	0	0	0	0	0
TMSB15A	0	0	5	0	0	0	0	0	0	0	0	0
NXF4	0	0	0	0	0	0	0	0	0	0	0	0
ARMCX5	215	147	238	137	172	420	58	69	85	433	88	75
ARMCX5-GPRASP2	13	10	18	11	4	25	2	4	5	21	8	4
GPRASP1	12	17	18	11	16	35	0	2	3	32	5	8
GPRASP2	0	5	2	4	3	7	0	0	0	0	0	1
BHLHB9	85	79	156	60	64	199	0	0	0	0	0	0
LINC00630	32	31	52	15	23	103	7	9	10	58	9	17
RAB40AL	1	1	0	0	0	1	0	0	1	1	0	0
BEX1	0	1	0	1	0	2	0	0	0	4	3	3
NXF3	0	0	0	0	0	0	1	3	0	1	0	0
BEX4	268	230	484	293	233	627	74	65	116	385	72	94
TCEAL8	1014	825	1293	754	736	2412	192	176	372	1062	211	296
TCEAL5	0	0	4	0	0	0	0	0	0	0	0	0
BEX2	66	56	50	43	29	89	8	7	11	25	5	13
TCEAL7	23	36	56	26	16	53	2	6	6	15	5	1
RAB40A	6	4	3	0	1	6	2	1	0	4	1	1
TCEAL4	4124	3348	4977	2549	3089	8324	460	459	463	1120	360	441
TCEAL3	733	658	953	479	558	1615	124	139	106	283	95	80
TCEAL1	134	126	211	107	98	360	26	34	65	171	35	39
MORF4L2	3393	2746	4479	2447	2911	8911	1442	1562	2675	10314	2110	2476
MORF4L2-AS1	2	0	0	2	1	2	2	0	3	0	1	4
GLRA4	1	0	0	0	0	0	0	0	0	0	1	0
TMEM31	0	0	3	1	1	1	0	0	0	4	1	0
PLP1	0	0	0	0	0	0	0	0	0	0	0	0
RAB9B	0	0	4	1	1	3	0	0	0	0	0	0
TMSB15B	16	13	12	9	9	21	9	16	11	60	5	10
H2BFXP	0	0	0	1	0	0	0	0	0	0	0	0
H2BFWT	0	0	0	0	0	0	0	0	0	0	0	0
H2BFM	0	0	0	0	0	0	0	0	0	0	0	0
SLC25A53	11	5	13	15	10	16	0	0	2	8	8	6
ZCCHC18	0	0	0	0	0	0	0	0	2	3	1	0
LOC286437	68	71	91	53	39	90	4	7	4	34	6	10
FAM199X	322	283	566	252	252	733	179	194	307	1631	301	427
ESX1	0	0	0	1	0	0	0	0	0	0	0	0
IL1RAPL2	1	0	1	1	0	0	0	1	0	4	0	0
TEX13A	0	0	0	1	1	0	0	0	0	0	2	0
NRK	1	0	1	2	1	7	0	0	1	8	0	0
SERPINA7	0	0	0	0	0	0	0	0	0	0	0	1
MUM1L1	27	27	75	24	17	36	5	2	4	53	4	34
CXorf57	31	36	49	18	23	65	11	7	14	60	12	9
RNF128	264	247	376	163	171	484	84	64	130	361	57	146
TBC1D8B	164	162	399	176	154	406	41	41	72	420	71	125
RIPPLY1	0	0	0	0	0	1	0	0	0	0	2	1
CLDN2	1	2	0	0	0	3	0	1	0	3	2	0
MORC4	411	325	654	276	378	1014	138	114	193	720	182	185
RBM41	399	418	1066	386	348	1030	107	99	164	617	98	181
NUP62CL	14	14	16	7	13	39	8	7	10	33	4	3
PIH1D3	0	0	0	0	0	0	0	0	0	0	0	0
PRPS1	371	296	633	267	270	859	197	196	302	1147	284	318
TSC22D3	703	676	1003	341	388	1108	122	113	143	872	209	227
MID2	232	213	372	146	202	518	69	66	77	468	99	122
TEX13B	0	0	0	0	0	0	0	1	0	0	0	0
VSIG1	22	14	34	19	22	53	9	17	10	37	11	12
PSMD10	283	226	404	190	231	664	208	224	355	1501	331	439
ATG4A	357	275	489	275	285	981	151	123	171	670	181	184
COL4A6	1138	987	1705	1013	1067	2877	359	347	442	1914	463	716
COL4A5	1156	1051	1787	1081	1165	3277	342	365	518	2118	486	838
IRS4	0	0	0	1	0	0	1	0	5	1	1	0
GUCY2F	0	1	0	0	0	0	0	0	0	0	0	0
NXT2	38	28	73	38	36	112	27	33	60	263	36	89
ACSL4	1578	1455	3041	1473	1475	4158	507	513	660	5389	935	1028
TMEM164	682	582	1014	664	646	1962	275	261	324	1381	421	329
MIR3978	0	0	0	0	0	0	0	0	0	0	0	0
AMMECR1	298	242	625	230	203	645	142	152	183	1175	205	265
SNORD96B	0	0	0	0	0	0	0	0	0	0	0	0
TDGF1P3	0	0	0	0	0	0	0	0	0	0	0	0
CHRDL1	0	0	0	0	0	0	0	0	0	0	0	1
PAK3	13	8	23	10	13	30	2	8	8	26	7	5
CAPN6	4	6	2	1	2	2	0	0	0	6	0	1
DCX	0	0	0	0	0	0	0	0	0	0	0	1
ALG13	334	254	446	283	275	845	108	125	182	756	155	163
TRPC5	2	0	0	1	0	0	0	1	0	4	0	2
TRPC5OS	0	1	0	0	0	0	0	0	0	3	1	0
LHFPL1	2	2	0	0	0	0	0	1	0	0	1	0
AMOT	16	19	30	12	12	23	1	1	5	6	5	3
MIR4329	0	0	0	0	0	0	0	0	0	0	0	0
HTR2C	0	0	0	0	0	0	0	0	0	0	0	0
SNORA35	0	0	0	0	0	0	0	0	0	0	0	0
MIR764	0	0	0	0	0	0	0	0	0	0	0	0
MIR1912	0	0	0	0	0	0	0	0	0	0	0	0
MIR1264	0	0	0	0	0	0	0	0	0	0	0	0
MIR1298	0	0	0	0	0	0	0	0	0	0	0	0
MIR1911	0	0	0	0	0	0	0	0	0	0	0	0
MIR448	0	0	0	0	0	0	0	0	0	0	0	0
IL13RA2	2	3	7	4	4	2	2	9	13	182	17	11
LRCH2	0	0	4	1	1	0	0	0	2	3	0	1
RBMXL3	0	0	0	0	0	0	0	0	0	2	0	0
LUZP4	0	0	0	0	0	0	0	0	0	0	0	0
PLS3	5543	4936	8879	4687	4774	13715	2536	2691	3783	18405	3705	4790
AGTR2	0	0	0	0	0	0	0	0	0	0	0	0
SLC6A14	823	719	1408	1711	1589	5383	328	425	783	1078	133	950
KLHL13	131	92	195	51	70	239	23	23	36	128	28	38
WDR44	586	533	1061	516	547	1482	145	147	189	1262	220	278
MIR1277	0	0	0	0	0	0	0	0	0	0	0	0
DOCK11	13	11	18	7	3	24	2	3	8	30	3	4
IL13RA1	900	927	1411	708	799	2205	243	261	328	1840	383	587
ZCCHC12	0	0	0	0	0	0	0	0	0	0	0	0
LONRF3	4	7	6	9	3	24	1	1	2	10	2	3
KIAA1210	0	0	0	0	0	0	0	0	0	0	0	0
PGRMC1	696	678	1233	648	657	1914	389	448	636	2819	533	691
SLC25A43	236	239	445	190	195	763	234	239	313	1344	219	268
SLC25A5-AS1	4	4	13	2	9	19	1	3	2	14	2	5
SLC25A5	1787	1666	3086	1692	1632	5003	1176	1112	1904	6751	1738	1743
CXorf56	182	169	260	144	189	489	80	79	116	357	106	106
UBE2A	1078	989	2113	973	883	2699	383	375	739	3143	616	857
NKRF	233	198	320	191	187	482	120	121	199	855	159	202
6-Sep	230	193	325	170	157	589	76	81	77	299	50	58
MIR766	0	0	0	0	0	0	0	0	0	0	0	0
SOWAHD	2	1	5	0	1	3	0	0	1	4	1	2
RPL39	544	528	902	336	366	1294	1106	1227	1408	2399	692	640
SNORA69	0	4	0	0	2	0	0	0	3	2	0	0
UPF3B	584	541	811	405	455	1312	81	89	82	354	77	89
RNF113A	239	195	279	207	206	572	76	60	106	337	89	55
NDUFA1	2620	2323	4176	2056	2267	6794	395	476	670	1958	562	536
AKAP14	1	0	0	0	0	0	0	0	0	0	0	0
NKAP	141	148	241	135	152	418	108	94	150	435	119	119
RHOXF2B	0	0	0	0	0	0	0	0	0	0	0	0
RHOXF2	0	0	0	0	0	0	0	0	0	0	0	0
RHOXF1	0	0	0	0	0	4	1	0	0	2	0	0
NKAPP1	5	5	9	5	5	22	0	2	3	10	0	1
ZBTB33	298	318	729	292	324	680	82	88	188	956	150	298
TMEM255A	4	8	11	5	7	15	0	0	0	0	1	1
ATP1B4	0	0	0	0	0	0	0	0	0	0	0	0
LAMP2	1565	1625	3241	1376	1422	3897	695	779	1419	5833	1124	1866
CUL4B	599	612	1184	479	513	1506	160	196	437	1811	347	473
MCTS1	361	366	718	257	273	919	199	231	377	1368	303	364
C1GALT1C1	166	206	356	164	164	442	75	88	192	434	127	154
CT47B1	0	0	0	0	0	0	0	0	0	0	0	0
CT47A9	0	0	0	0	0	0	0	0	0	0	0	0
CT47A3	0	0	0	0	0	0	0	0	0	0	0	0
CT47A1	0	0	0	0	0	0	0	0	0	0	0	0
CT47A10	0	0	0	0	0	0	0	0	0	0	0	0
CT47A11	0	0	0	0	0	0	0	0	0	0	0	0
CT47A12	0	0	0	0	0	0	0	0	0	0	0	0
CT47A2	0	0	0	0	0	0	0	0	0	0	0	0
CT47A8	0	0	0	0	0	0	0	0	0	0	0	0
CT47A5	0	0	0	0	0	0	0	0	0	0	0	0
CT47A4	0	0	0	0	0	0	0	0	0	0	0	0
CT47A6	0	0	0	0	0	0	0	0	0	0	0	0
CT47A7	0	0	0	0	0	0	0	0	0	0	0	0
GLUD2	7	3	8	5	2	7	1	0	11	26	12	8
GRIA3	2	0	4	0	0	2	0	2	1	1	0	1
THOC2	1116	1011	1827	841	989	2609	234	279	223	1158	302	347
XIAP	631	557	1082	571	484	1527	231	236	373	1631	325	352
STAG2	1021	1071	2101	932	965	2791	313	320	504	2794	547	769
SH2D1A	1	0	0	0	0	0	0	1	0	0	0	0
TENM1	3	2	1	1	0	1	0	0	2	1	0	1
DCAF12L2	0	0	0	1	0	0	0	0	0	0	0	0
DCAF12L1	0	0	0	0	0	0	0	0	0	0	0	0
ACTRT1	0	0	0	0	0	0	0	0	0	0	0	0
SMARCA1	1110	921	1555	863	944	2531	177	191	207	972	208	240
OCRL	1111	924	1668	848	1009	2961	315	339	336	1802	466	574
APLN	22	20	43	22	22	70	28	24	8	19	7	25
XPNPEP2	0	0	0	0	0	0	0	0	0	0	0	0
SASH3	0	0	0	0	0	0	0	1	0	0	0	0
ZDHHC9	1077	1067	1711	941	1001	3044	445	446	484	2302	561	502
UTP14A	762	569	933	503	613	1942	225	255	326	1122	258	312
BCORL1	427	408	650	418	367	1146	92	82	58	342	114	127
ELF4	684	685	1008	692	645	1819	277	230	174	1393	328	232
AIFM1	757	573	1013	631	642	2061	298	297	370	1469	366	367
RAB33A	1	0	0	0	0	0	0	0	0	4	2	0
ZNF280C	67	67	112	57	67	184	22	21	21	117	20	29
SLC25A14	78	71	113	46	78	176	45	40	40	197	44	32
GPR119	0	0	0	0	0	0	0	0	0	0	0	0
RBMX2	480	426	641	464	458	1291	149	151	152	482	146	143
ENOX2	156	127	216	140	140	491	96	120	109	574	124	145
ARHGAP36	0	0	0	0	0	0	0	0	0	0	0	0
IGSF1	0	0	0	0	0	0	0	0	0	0	0	0
OR13H1	0	0	0	0	0	0	0	0	0	0	0	0
FRMD7	0	0	0	0	0	0	0	0	0	5	0	0
RAP2C	252	196	477	229	192	626	97	107	220	1252	193	285
MBNL3	93	96	189	80	61	192	36	33	55	294	28	88
HS6ST2	159	152	248	147	104	372	79	93	174	961	159	196
HS6ST2-AS1	0	0	0	0	0	0	0	0	0	0	0	0
USP26	0	0	0	0	0	0	0	0	0	0	0	0
TFDP3	0	0	0	0	0	0	0	0	0	0	0	0
GPC4	80	74	173	70	61	226	40	51	46	277	76	95
GPC3	1	1	0	3	0	2	1	2	1	6	2	2
MIR363	0	0	0	0	0	0	0	0	0	0	0	0
MIR92A2	0	0	0	0	0	0	0	0	0	0	0	0
MIR19B2	0	0	0	0	0	0	0	0	0	0	0	0
MIR20B	0	0	0	0	0	0	0	0	0	0	0	0
MIR18B	0	0	0	0	0	0	0	0	0	0	0	0
MIR106A	0	0	0	0	0	0	0	0	0	0	0	0
CCDC160	2	2	6	0	0	4	2	0	4	0	0	1
PHF6	529	544	1079	409	475	1321	101	146	279	1341	230	416
HPRT1	169	189	385	146	171	460	155	155	303	961	216	240
MIR450B	0	0	0	0	0	0	0	0	0	0	1	1
MIR450A1	0	0	0	0	0	0	0	0	0	0	0	0
MIR450A2	0	0	0	0	0	0	0	0	0	0	0	0
MIR542	0	0	0	0	0	0	0	0	1	0	0	0
MIR503	3	2	2	1	0	0	0	0	0	5	3	1
MIR424	0	0	0	0	0	0	0	0	0	0	0	0
LINC00629	3	0	1	0	1	1	0	2	0	0	0	0
PLAC1	7	1	0	0	3	8	5	3	0	4	3	2
FAM122B	356	355	575	291	312	926	94	100	153	696	115	199
FAM122C	11	8	8	14	9	35	14	14	12	36	5	12
MOSPD1	180	161	293	120	152	457	48	54	123	528	107	156
SMIM10	5	1	7	1	3	11	1	4	1	5	1	0
ZNF75D	82	86	158	66	73	256	42	43	53	219	47	63
ZNF449	115	126	211	97	114	277	21	15	55	154	22	59
CT45A1	0	0	0	0	0	0	0	0	0	0	0	0
CT45A2	0	0	0	0	0	0	0	0	0	0	0	0
CT45A3	0	0	0	0	0	0	0	0	0	0	0	0
CT45A5	0	0	0	0	0	0	0	0	0	0	0	0
CT45A6	0	0	0	0	0	0	0	0	0	0	0	0
SAGE1	0	0	0	0	0	0	0	0	0	0	0	0
MMGT1	166	306	746	231	182	542	93	103	143	1151	173	265
SLC9A6	199	189	336	152	158	446	114	149	146	768	157	217
FHL1	389	316	576	347	332	1043	361	422	433	1772	401	227
MAP7D3	707	626	955	443	536	1610	124	125	143	689	168	155
BRS3	0	0	0	0	0	0	0	0	0	0	0	0
HTATSF1	1084	888	1529	805	961	2463	287	321	435	1438	346	413
VGLL1	109	110	190	95	91	361	89	85	86	134	19	68
MIR934	0	0	0	0	0	0	0	0	0	0	0	0
CD40LG	0	0	0	0	0	0	0	0	0	0	0	0
ARHGEF6	52	47	84	36	32	69	6	5	7	25	4	20
RBMX	2368	2173	3358	1904	2101	5822	662	682	1038	3430	819	964
SNORD61	0	0	0	0	0	0	0	0	0	0	0	0
GPR101	0	0	0	0	0	0	0	0	0	0	0	0
ZIC3	0	0	0	0	0	0	0	0	0	0	0	0
FGF13	2	2	4	3	1	9	0	0	0	6	0	1
MIR504	0	0	0	0	0	0	0	0	0	0	0	0
FGF13-AS1	0	0	0	0	0	0	0	0	0	0	0	0
SRD5A1P1	0	0	1	0	0	2	0	0	1	0	0	0
F9	0	0	0	0	0	0	0	0	0	0	0	0
MCF2	10	23	27	9	4	8	11	7	14	68	13	6
ATP11C	262	248	454	243	221	584	87	65	90	808	123	177
MIR505	0	0	0	0	0	0	0	0	0	0	0	0
CXorf66	0	0	0	0	0	0	0	0	0	0	0	0
LOC389895	0	0	0	0	0	0	0	0	0	0	0	0
SOX3	0	0	0	0	0	0	0	0	0	0	0	0
CDR1	0	0	0	0	0	0	1	0	0	2	1	1
MIR320D2	0	0	0	0	0	0	0	0	0	0	0	0
SPANXB1	0	0	0	0	0	0	0	0	0	0	0	0
LDOC1	590	472	744	531	504	1525	187	203	175	891	215	216
SPANXC	0	0	0	0	0	0	0	0	0	0	0	0
SPANXA2-OT1	0	0	0	0	0	0	0	0	1	0	0	2
SPANXA2	0	0	0	0	0	0	0	0	0	0	0	0
SPANXA1	0	0	0	0	0	0	0	0	0	0	0	0
SPANXD	0	0	0	0	0	0	0	0	0	0	0	0
MAGEC3	0	0	0	0	0	0	0	0	1	2	0	0
MAGEC1	0	0	0	0	0	0	0	0	0	1	1	0
MAGEC2	0	0	0	0	0	0	0	0	0	0	0	0
SPANXN4	0	0	0	0	0	0	0	0	0	0	0	0
SPANXN3	0	0	0	0	0	0	0	0	0	0	0	0
SLITRK4	2	0	0	0	1	3	1	0	0	2	0	1
SPANXN2	0	0	0	0	0	0	0	0	0	0	0	0
UBE2NL	0	0	0	0	0	0	0	0	3	0	0	1
SPANXN1	0	0	0	0	0	0	0	0	0	0	0	0
SLITRK2	0	0	0	0	0	0	0	0	0	0	0	0
MIR890	0	0	0	0	0	0	0	0	0	0	0	0
MIR888	0	0	0	0	0	0	0	0	0	0	0	0
MIR892A	0	0	0	0	0	0	0	0	0	0	0	0
MIR892B	0	0	0	0	0	0	0	0	0	0	0	0
MIR891B	0	0	0	0	0	0	0	0	0	0	0	0
MIR891A	0	0	0	0	0	0	0	0	0	0	0	0
CXorf51A	0	0	0	0	0	0	0	0	0	0	0	0
CXorf51B	0	0	0	0	0	0	0	0	0	0	0	0
